domain	url	crawl_time	crawl_count	use_optimizely
thehospitalgroup.org	https://www.thehospitalgroup.org/cosmetic-surgery/breast/breast-reduction	1518652800000	1	0
thehospitalgroup.org	https://www.thehospitalgroup.org/cosmetic-surgery/breast/nipple-correction	1518652800000	1	0
thehospitalgroup.org	https://www.thehospitalgroup.org/cosmetic-surgery/face/nose-surgery	1518652800000	1	0
thehospitalgroup.org	https://www.thehospitalgroup.org/cosmetic-surgery/face/ear-correction	1518652800000	1	0
thehospitalgroup.org	https://www.thehospitalgroup.org/cosmetic-surgery/face/eyelid-surgery	1518652800000	1	0
thehospitalgroup.org	https://www.thehospitalgroup.org/cosmetic-surgery/face/eye-bag-removal	1518652800000	1	0
thehospitalgroup.org	https://www.thehospitalgroup.org/cosmetic-surgery/face/brow-lift-surgery	1518652800000	1	0
thehospitalgroup.org	https://www.thehospitalgroup.org/cosmetic-surgery/face/face-lift-surgery	1518652800000	1	0
thehospitalgroup.org	https://www.thehospitalgroup.org/cosmetic-surgery/body/tummy-tuck	1518652800000	1	0
thehospitalgroup.org	https://www.thehospitalgroup.org/cosmetic-surgery/body/vaser-liposuction	1518652800000	1	0
thehospitalgroup.org	https://www.thehospitalgroup.org/cosmetic-surgery/body/liposuction	1518652800000	1	0
thebreastcancersite.greatergood.com	http://thebreastcancersite.greatergood.com/clickToGive/bcs/home	1518652800000	1	1
thebreastcancersite.com	http://blog.thebreastcancersite.com/?utm_source=content;&utm_medium=bcs-meganav;&utm_campaign=blogindex	1518652800000	1	1
thebreastcancersite.greatergood.com	http://thebreastcancersite.greatergood.com/clickToGive/bcs/home	1520208000000	1	1
thebreastcancersite.com	http://blog.thebreastcancersite.com/?utm_source=content;&utm_medium=bcs-meganav;&utm_campaign=blogindex	1520208000000	1	1
thebreastcancersite.greatergood.com	http://thebreastcancersite.greatergood.com/clickToGive/bcs/home	1520812800000	1	1
thebreastcancersite.com	http://blog.thebreastcancersite.com/?utm_source=content;&utm_medium=bcs-meganav;&utm_campaign=blogindex	1520812800000	1	1
stressfreekids.com	https://stressfreekids.com/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/blog/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/cart/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/lori-lite/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/lori-lite-on-shark-tank/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/whoisstressfreekids/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/help-kids-control-anger/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/help-kids-reduce-stress/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/angry-octopus-coloring-book/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/libros-en-espanol/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/product/stress-free-kids-parenting-book/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/book-cd-packages/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/kids-relaxation-cds/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/teen-adult-stress-management-cds/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/affirmations/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/music-soundtracks/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/lesson-plans-teach-stress-management/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/product/spanish-stories-for-kids/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/wholesale-reseller-program/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/international-rights/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/stress-free-fundraising/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/guest-blogger-guidelines/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/contact-us/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/#	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/product/teach-children-relaxation/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/1288/children-stress/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/secure-shopping-2/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/privacy-policy/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/terms-of-service/	1518652800000	1	0
stressfreekids.com	https://stressfreekids.com/return-policy/	1518652800000	1	0
silhouetteuniversal.info	http://www.silhouetteuniversal.info/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/top.php	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/new.php	1518393600000	1	0
silhouetteuniversal.info	http://www.silhouetteuniversal.info/#catlist	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/condom/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/deviant/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/horny-bunny/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/botas/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/indiam/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/maria-bellucci/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/daydreams/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/yuzu-shiina/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/mayas-handjobs/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/pussy-rub/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/colon/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/joi-pov/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/milfblonde/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/kitty-foxx/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/teen-amateur/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/veronica-bottoms/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/whore/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/bosslesson/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/argentino/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/minchia/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/babewebcam/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/ross/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/kenya/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/kayla-cam/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/renae-cruz/	1518393600000	1	0
silhouetteuniversal.info	http://silhouetteuniversal.info/femaleagent/	1518393600000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/legal-information/cookie-policy/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/agent-login/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/account/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/request-a-brochure/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/search/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/destinations/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/destinations/africa/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/destinations/asia/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/destinations/australia-and-new-zealand/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/destinations/canada/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/destinations/caribbean/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/destinations/central-and-eastern-europe/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/destinations/central-and-south-america/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/destinations/mediterranean/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/destinations/middle-east/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/destinations/northern-europe/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/destinations/usa/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/destinations/western-europe/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/holiday-experiences/tours/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/holiday-experiences/tours/platinum-escorted/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/holiday-experiences/tours/classic-escorted/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/holiday-experiences/tours/small-group/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/holiday-experiences/tours/single-centre/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/holiday-experiences/cruises/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/holiday-experiences/cruises/ocean/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/holiday-experiences/cruises/coastal/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/holiday-experiences/cruises/river/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/holiday-experiences/cruises/no-fly-cruises/	1518480000000	1	0
cosmos.co.uk	https://www.cosmos.co.uk/holiday-experiences/short-breaks/	1518480000000	1	0
wedkarski.com	http://www.wedkarski.com/	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/najtansza-wysylka	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/content/40-szybka-i-bezpieczna-wysylka	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/content/31-nowy-program-rabatowy	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/content/38-prezent-do-zamowienia	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/content/41-internetowy-sklep-wedkarski	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/content/9-promujesz-wedkarstwo	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/podsumowanie-zakupow	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/logowanie	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/faq	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/kontakt	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/#	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/o-nas	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/regulamin-zakupow	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/procedura-reklamacyjna	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/na-raty	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/content/131-polityka-prywatnosci	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/content/40-tak-pakujemy	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/content/39-powiadomienie-sms-o-wysylce-paczki	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/bezpieczenstwo	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/blog/221-pomocnik-wedkarza-nowa-aplikacja-mobilna	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/newsletter	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/gra-wedkarska	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/content/10-tapety-wedkarskie-z-kalendarzem-bran	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/kalendarz-bran	1518652800000	1	0
wedkarski.com	http://blog.wedkarski.com/	1518652800000	1	0
wedkarski.com	http://forum.wedkarski.com/	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/150-promocje-tani-sprzet-wedkarski	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/nowosci	1518652800000	1	0
wedkarski.com	http://www.wedkarski.com/top100	1518652800000	1	0
robolinks.com	http://www.robolinks.com/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/submit.php	1518393600000	1	0
robolinks.com	http://www.robolinks.com/submit_article.php	1518393600000	1	0
robolinks.com	http://www.robolinks.com/index.php?list=latest	1518393600000	1	0
robolinks.com	http://www.robolinks.com/index.php?list=latestarticles	1518393600000	1	0
robolinks.com	http://www.robolinks.com/index.php?list=top	1518393600000	1	0
robolinks.com	http://www.robolinks.com/contact.php	1518393600000	1	0
robolinks.com	http://www.robolinks.com/detail/adult-seo-services-256093.htm	1518393600000	1	0
robolinks.com	http://www.robolinks.com/detail/email-database-usa-email-id-list-usa-free-download-255998.htm	1518393600000	1	0
robolinks.com	http://www.robolinks.com/detail/belle-et-blanc-255814.htm	1518393600000	1	0
robolinks.com	http://www.robolinks.com/detail/goday-financial-services-253967.htm	1518393600000	1	0
robolinks.com	http://www.robolinks.com/detail/driving-school-in-leyton-leytonstone--walthamstow-252886.htm	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Advertising/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Advertising/Adverts/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Advertising/Marketing/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Advertising/Media/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Arts___Humanities/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Arts___Humanities/Video/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Arts___Humanities/Animation/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Arts___Humanities/Body_Art/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Business/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Business/Office_Supplies/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Business/Security/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Business/E-Commerce/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Computers/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Computers/Data_Formats/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Computers/IT_Outsourcing_Company/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Computers/Mobile_Computing/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Directories/	1518393600000	1	0
robolinks.com	http://www.robolinks.com/Directories/Paid_Directories/	1518393600000	1	0
ozaragossip.wordpress.com	https://ozaragossip.wordpress.com/	1518566400000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/en/home.html	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/es/inicio.html	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/cn/home.html	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/fr/creation-de-societe/	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/fr/nos-missions/	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/fr/qui-sommes-nous.html	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/fr/fiches-pratiques.html	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/fr/questions-frequentes.html	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/blog-fr/	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/fr/contactez-nous.html	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/fr/nos-missions/gestion-fiscale.html	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/fr/nos-missions/gestion-comptable.html	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/fr/	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/fr/nos-missions/gestion-sociale.html	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/fr/nos-missions/gestion-sociale.html	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/#	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/blog-fr/le-bon-coin-espagne-immobilier/	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/blog-fr/le-nif-en-espagne-ce-que-vous-devez-savoir/	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/blog-fr/pieges-achat-appartement-espagne/	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/blog-fr/vivre-espagne/	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/index.html	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/fr/temoignages-clients.html	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/blog-en/	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/blog-es/	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/fr/pages-index.html	1518652800000	1	0
tas-consultoria.com	http://www.tas-consultoria.com/fr/mentions-legales.html	1518652800000	1	0
applevacations.com	http://www.applevacations.com/	1518652800000	1	0
applevacations.com	http://www.applevacations.com/	1518652800000	1	0
applevacations.com	http://www.applevacations.com/	1520899200000	1	0
applevacations.com	http://www.applevacations.com/	1520899200000	1	0
parallels.com	https://www.parallels.com/	1518652800000	1	0
parallels.com	https://www.parallels.com/	1518652800000	1	0
parallels.com	https://www.parallels.com/all-products/	1518652800000	1	0
parallels.com	https://www.parallels.com/products/ras/remote-application-server/	1518652800000	1	0
parallels.com	https://www.parallels.com/products/business/	1518652800000	1	0
parallels.com	https://www.parallels.com/	1519171200000	1	0
parallels.com	https://www.parallels.com/	1519171200000	1	0
parallels.com	https://www.parallels.com/all-products/	1519171200000	1	0
parallels.com	https://www.parallels.com/products/ras/remote-application-server/	1519171200000	1	0
parallels.com	https://www.parallels.com/products/business/	1519171200000	1	0
parallels.com	https://www.parallels.com/	1519776000000	1	0
parallels.com	https://www.parallels.com/	1519776000000	1	0
parallels.com	https://www.parallels.com/all-products/	1519776000000	1	0
parallels.com	https://www.parallels.com/products/ras/remote-application-server/	1519776000000	1	0
parallels.com	https://www.parallels.com/products/business/	1519776000000	1	0
parallels.com	https://www.parallels.com/	1521072000000	1	0
parallels.com	https://www.parallels.com/	1521072000000	1	0
parallels.com	https://www.parallels.com/all-products/	1521072000000	1	0
parallels.com	https://www.parallels.com/products/ras/remote-application-server/	1521072000000	1	0
parallels.com	https://www.parallels.com/products/business/	1521072000000	1	0
leads2listing.com	http://leads2listing.com/	1518393600000	1	0
leads2listing.com	http://leads2listing.com/	1518393600000	1	0
leads2listing.com	http://leads2listing.com/access-demo/	1518393600000	1	0
leads2listing.com	http://leads2listing.com/pricing/	1518393600000	1	0
leads2listing.com	http://leads2listing.com/fbcoaching/	1518393600000	1	0
leads2listing.com	http://leads2listing.com/how-it-works/	1518393600000	1	0
leads2listing.com	http://leads2listing.com/features/	1518393600000	1	0
leads2listing.com	http://leads2listing.com/pricing/	1518393600000	1	0
leads2listing.com	http://leads2listing.com/#form-login	1518393600000	1	0
leads2listing.com	https://leads2listing.com/pricing/	1518393600000	1	0
leads2listing.com	http://leads2listing.com/#	1518393600000	1	0
leads2listing.com	http://leads2listing.com/library/	1518393600000	1	0
leads2listing.com	http://leads2listing.com/page/2/?paged=2	1518393600000	1	0
leads2listing.com	http://leads2listing.com/terms-of-service/	1518393600000	1	0
leads2listing.com	http://leads2listing.com/privacy-policy/	1518393600000	1	0
leads2listing.com	http://leads2listing.com/faq/	1518393600000	1	0
leads2listing.com	http://leads2listing.com/contact/	1518393600000	1	0
leads2listing.com	http://leads2listing.com/wp-login.php?action=lostpassword	1518393600000	1	0
zomemax.com	http://zomemax.com/	1518566400000	1	0
zomemax.com	http://zomemax.com/?page_id=1082	1518566400000	1	0
zomemax.com	http://zomemax.com/?page_id=8146	1518566400000	1	0
zomemax.com	http://zomemax.com/?page_id=14265??&&url=_https://www.facebook.com/zomemax	1518566400000	1	0
zomemax.com	http://zomemax.com/?page_id=14265??&&url=_https://www.twitter.com/zomemax	1518566400000	1	0
zomemax.com	http://zomemax.com/?page_id=14265??&&url=_https://www.youtube.com/zmemax	1518566400000	1	0
zomemax.com	http://zomemax.com/	1518566400000	1	0
zomemax.com	http://zomemax.com/?cat=8	1518566400000	1	0
zomemax.com	http://zomemax.com/?cat=80	1518566400000	1	0
zomemax.com	http://zomemax.com/?cat=50	1518566400000	1	0
zomemax.com	http://zomemax.com/?cat=5	1518566400000	1	0
zomemax.com	http://zomemax.com/?cat=36	1518566400000	1	0
zomemax.com	http://zomemax.com/?cat=37	1518566400000	1	0
zomemax.com	http://zomemax.com/?cat=38	1518566400000	1	0
zomemax.com	http://zomemax.com/?cat=44	1518566400000	1	0
zomemax.com	http://zomemax.com/?cat=51	1518566400000	1	0
zomemax.com	http://zomemax.com/?cat=3	1518566400000	1	0
zomemax.com	http://zomemax.com/?cat=6	1518566400000	1	0
